Ensembl Gene ID	Gene.name	FoldChange	pvalue	padj
ENSG00000165323.11	FAT3	3.27592086581979	2.96549471021886e-12	4.31717779018915e-10
ENSG00000180772.6	AGTR2	-3.218757017678	1.32181775812611e-08	8.01198458968261e-07
ENSG00000196878.8	LAMB3	3.1942921592993	1.75286119172938e-15	4.92765547088751e-13
ENSG00000138180.11	CEP55	3.17869484393457	3.00237615111271e-09	2.19523511856022e-07
ENSG00000017483.10	SLC38A5	3.11491404591296	4.96521812705275e-26	1.15654116516564e-22
ENSG00000142149.4	HUNK	3.11369871858215	2.72458220830786e-13	4.77680783940427e-11
ENSG00000225504.3	RP11-160A10.2	3.10748154886237	1.05562607350759e-09	8.73704727337117e-08
ENSG00000146006.6	LRRTM2	-3.08860174832108	6.7767590710205e-14	1.3986716032024e-11
ENSG00000186827.6	TNFRSF4	-3.06615710803414	1.34745381152269e-10	1.30775204743318e-08
ENSG00000106038.7	EVX1	-3.0586623623935	6.51705682364795e-08	3.23965278992621e-06
ENSG00000178752.11	FAM132B	3.04598666952154	6.07398465339064e-08	3.03792391943357e-06
ENSG00000178965.9	C1orf173	-3.04020695652082	7.48283863014574e-09	4.8999069825111e-07
ENSG00000074410.9	CA12	3.03175721069827	6.96565414782856e-10	6.10618230539487e-08
ENSG00000184564.8	SLITRK6	3.02837625115437	8.16340975282648e-08	3.96144035773321e-06
ENSG00000135111.10	TBX3	3.02820781948108	1.28422194462173e-08	7.84241153822374e-07
ENSG00000168065.11	SLC22A11	-3.00973080615446	7.9703044466814e-10	6.91254329803937e-08
ENSG00000138696.6	BMPR1B	3.00588074744066	4.11664197112127e-08	2.15825875688528e-06
ENSG00000170745.7	KCNS3	2.99450111542732	4.10931929507294e-11	4.55798987116764e-09
ENSG00000214548.8	MEG3	-2.99065321173934	2.5919244457644e-16	8.80444335170594e-14
ENSG00000133110.10	POSTN	2.9905734992271	4.63034940327668e-08	2.38163555269483e-06
ENSG00000007402.7	CACNA2D2	-2.98210768494771	5.70381163505685e-20	3.57694802729238e-17
ENSG00000118515.7	SGK1	2.97440340935395	2.05754206076839e-28	6.70964466016571e-25
ENSG00000145247.7	OCIAD2	2.96782398074867	6.96859658288619e-18	3.15619353566554e-15
ENSG00000102678.6	FGF9	2.94004598915213	2.92660244442952e-08	1.62306982504841e-06
ENSG00000110076.14	NRXN2	-2.93976799179616	5.949075671639e-12	7.82255474403822e-10
ENSG00000109805.5	NCAPG	2.93515047049631	6.79887790272504e-08	3.35926376375551e-06
ENSG00000170312.11	CDK1	2.93095817175503	8.91520876061587e-09	5.66264386150555e-07
ENSG00000104783.7	KCNN4	2.90980513188421	7.71634306832942e-17	2.99559461259788e-14
ENSG00000077274.7	CAPN6	-2.90458004618501	8.63120721477574e-08	4.15138152321293e-06
ENSG00000100095.14	SEZ6L	-2.90230714517565	4.65742660275598e-10	4.1496907517998e-08
ENSG00000152503.5	TRIM36	2.89880498151819	1.28798321958583e-07	5.9830673491017e-06
ENSG00000173917.9	HOXB2	2.89475985724566	4.07528163193451e-12	5.63114127192307e-10
ENSG00000117069.10	ST6GALNAC5	2.89462569324115	4.14341577332011e-14	9.00778589119792e-12
ENSG00000140538.11	NTRK3	-2.88905180874331	2.94733215741415e-07	1.21048490747198e-05
ENSG00000120251.14	GRIA2	2.88727623871506	2.92549551912843e-09	2.14865785763014e-07
ENSG00000170873.14	MTSS1	2.86711386439914	3.0674502317134e-09	2.22287893458165e-07
ENSG00000205336.6	GPR56	2.86377544608233	1.01888609806602e-08	6.3651102792975e-07
ENSG00000101074.3	R3HDML	2.86210801758194	1.88138635484828e-07	8.24286562608938e-06
ENSG00000183421.7	RIPK4	2.85564409819956	3.09493398009067e-07	1.26157246363446e-05
ENSG00000235770.1	LINC00607	2.85476232287627	4.14836526173597e-08	2.16791973053221e-06
ENSG00000131747.10	TOP2A	2.84574893961656	4.60696196498738e-09	3.16947319996284e-07
ENSG00000135919.8	SERPINE2	2.83656882510864	2.33729279069513e-19	1.36105567686729e-16
ENSG00000146151.8	HMGCLL1	-2.83401726711043	2.42891603480943e-09	1.84202213709618e-07
ENSG00000103942.8	HOMER2	2.81724204372162	3.2519088657484e-08	1.76741246853425e-06
ENSG00000113389.11	NPR3	2.81383990549389	3.78653977373831e-07	1.51322379928439e-05
ENSG00000137767.9	SQRDL	2.80335466427516	2.17933773605175e-11	2.50240153424815e-09
ENSG00000187957.7	DNER	2.80299470835339	1.34781041973584e-07	6.22550960164104e-06
ENSG00000183072.9	NKX2-5	2.80226792015303	6.55611995088944e-07	2.47447999535306e-05
ENSG00000183856.6	IQGAP3	2.77901756859273	7.51997681927202e-09	4.90452888152921e-07
ENSG00000076716.7	GPC4	2.77880265805132	2.31459384459083e-14	5.24159064389631e-12
ENSG00000167244.12	IGF2	-2.77306385775168	5.1195140415986e-21	4.17368382241325e-18
ENSG00000188112.4	C6orf132	2.75910779425943	1.1551795708797e-10	1.15553392044132e-08
ENSG00000125813.9	PAX1	2.75379116903111	9.80229925950437e-07	3.47448890056997e-05
ENSG00000235568.2	NFAM1	-2.73728860661194	3.11405237535342e-12	4.49332955576438e-10
ENSG00000106565.13	TMEM176B	-2.73384811546891	3.54396057206099e-08	1.89456646319523e-06
ENSG00000178882.8	FAM101A	-2.73244450900547	2.0197858054744e-11	2.36925234232087e-09
ENSG00000102854.10	MSLN	-2.72745838838654	3.01786128865508e-07	1.23633739476184e-05
ENSG00000107249.16	GLIS3	2.72607069445872	1.00261216999674e-13	1.94614183711868e-11
ENSG00000144649.4	FAM198A	-2.72232284063112	8.95426939421756e-14	1.78048003015509e-11
ENSG00000165617.8	DACT1	-2.72013511846141	3.29576558755818e-21	2.82828725816506e-18
ENSG00000122877.9	EGR2	2.70321853085591	6.4394652534926e-09	4.26056205500946e-07
ENSG00000066279.12	ASPM	2.69925557640913	3.56586088624947e-08	1.90004450164371e-06
ENSG00000185739.9	SRL	-2.69861093401684	1.93120030176664e-07	8.35663791688901e-06
ENSG00000114251.9	WNT5A	2.69817032843331	3.78241351114007e-09	2.69311145411087e-07
ENSG00000006016.6	CRLF1	2.69583221915245	7.33826929498759e-07	2.73799727356459e-05
ENSG00000075223.9	SEMA3C	2.6911333552174	5.44911214359023e-18	2.53850781432111e-15
ENSG00000187595.10	ZNF385C	-2.6839405217293	1.18427099132813e-15	3.57584046548243e-13
ENSG00000120162.8	MOB3B	2.67977127295202	3.982657304227e-13	6.83549761530751e-11
ENSG00000105357.11	MYH14	-2.67513172896746	8.01854572333332e-12	1.03763800015039e-09
ENSG00000112984.7	KIF20A	2.67411058154569	1.44549716326903e-07	6.60191351459425e-06
ENSG00000197415.7	VEPH1	2.66723577753537	2.26430933727343e-07	9.6648072628909e-06
ENSG00000130294.10	KIF1A	-2.66354271528346	2.83717256133935e-09	2.09321713179358e-07
ENSG00000148600.10	CDHR1	-2.65053029823625	8.09290344898403e-10	6.98173495956003e-08
ENSG00000158315.6	RHBDL2	2.64821165229608	1.07530513247757e-07	5.12656438159261e-06
ENSG00000146374.9	RSPO3	-2.64641679557643	3.17579038182235e-08	1.73181478848205e-06
ENSG00000156689.2	GLYATL2	2.64154700612149	1.36000949540432e-06	4.5910879549829e-05
ENSG00000108821.9	COL1A1	2.63760056850601	1.37949072091328e-17	6.07908005526784e-15
ENSG00000111863.7	ADTRP	2.63135260672304	1.3222352031603e-12	2.05324237976464e-10
ENSG00000107518.11	ATRNL1	2.63108068907984	3.4930201347854e-12	4.90980114635137e-10
ENSG00000172164.9	SNTB1	2.62294333866856	1.03787480919082e-15	3.1929337290295e-13
ENSG00000151632.11	AKR1C2	2.62147933228422	1.51721502595222e-13	2.8765338369943e-11
ENSG00000188730.3	VWC2	2.61928691093347	4.82902941824732e-14	1.02256265798081e-11
ENSG00000148344.10	PTGES	2.61582875101003	1.11618291913325e-09	9.05440920222269e-08
ENSG00000172348.10	RCAN2	-2.61239984099326	1.25102869659112e-10	1.22879656011556e-08
ENSG00000049759.12	NEDD4L	2.61221625947276	1.68779296071401e-09	1.32305116463663e-07
ENSG00000150165.12	ANXA8L1	2.6119085452827	3.58701096109066e-06	0.00010932002564595
ENSG00000123219.8	CENPK	2.61065442767339	2.55298426239569e-08	1.4503975051694e-06
ENSG00000255399.2	TBX5-AS1	2.60314433082031	2.90121800139866e-06	9.0448106143031e-05
ENSG00000187134.8	AKR1C1	2.60191479162425	3.55230949531415e-10	3.20002244867941e-08
ENSG00000050165.13	DKK3	2.5958396421432	7.08499403955923e-13	1.13255713544131e-10
ENSG00000133135.9	RNF128	2.58773041128338	1.34856562604469e-06	4.56190094038563e-05
ENSG00000260244.1	RP11-588K22.2	-2.58737566761623	3.36853638160483e-12	4.77599875670146e-10
ENSG00000164484.7	TMEM200A	2.58420492619906	5.98719030937994e-11	6.42244328910789e-09
ENSG00000052850.5	ALX4	-2.58230598660275	1.18336930727011e-08	7.28107039812799e-07
ENSG00000167037.14	SGSM1	-2.58165051538403	3.34145379137976e-10	3.0512021401491e-08
ENSG00000048540.10	LMO3	-2.57204095877273	4.0707674895276e-07	1.60711534907379e-05
ENSG00000164116.12	GUCY1A3	-2.56069020882472	4.36003427897561e-17	1.73391119313896e-14
ENSG00000132718.7	SYT11	2.55826422949483	4.48248140002212e-12	6.14175287624879e-10
ENSG00000142611.11	PRDM16	-2.55469759928635	8.74944827123798e-07	3.17727737333041e-05
ENSG00000157456.3	CCNB2	2.54711985378613	2.40112680786077e-06	7.69162526565223e-05
ENSG00000139146.9	FAM60A	2.54636248192328	5.04169859375332e-11	5.48032637140986e-09
ENSG00000189057.6	FAM111B	2.54581927518903	1.0000471613755e-06	3.52938722212718e-05
ENSG00000164761.4	TNFRSF11B	2.54032641454893	8.8454712022148e-07	3.2050090656025e-05
ENSG00000164591.9	MYOZ3	-2.53115096671518	1.98364692491778e-15	5.39056051846408e-13
ENSG00000233725.2	LINC00284	-2.52923206500593	6.4542093074967e-09	4.26056205500946e-07
ENSG00000171488.9	LRRC8C	2.52852320319659	2.39479707136332e-16	8.30790771246359e-14
ENSG00000261040.2	CTD-2319I12.1	2.52536698603012	7.45151732533471e-06	0.000204540387187849
ENSG00000168078.5	PBK	2.52159981769848	1.68639086719121e-06	5.56611398573942e-05
ENSG00000161509.9	GRIN2C	-2.52054350692865	3.04506315137343e-09	2.21650690549749e-07
ENSG00000141682.11	PMAIP1	2.51672957782762	3.6676494459347e-07	1.47656849915964e-05
ENSG00000152953.8	STK32B	-2.51386155114817	1.65210963520334e-28	6.70964466016571e-25
ENSG00000006740.11	ARHGAP44	2.51281954929647	2.0012864178284e-11	2.36456340889073e-09
ENSG00000226051.2	ZNF503-AS1	2.5124105891681	1.20365859667918e-11	1.50272900398673e-09
ENSG00000186807.9	ANXA8L2	2.51036217001581	7.28224835816192e-06	0.000200908730084315
ENSG00000112541.8	PDE10A	2.50650737475811	2.73027944777733e-06	8.62736558062196e-05
ENSG00000227403.1	AC009299.3	2.50059285505034	8.21502093164683e-06	0.000220305783372535
ENSG00000188686.2	SCXA	2.49621315890109	2.16300292524341e-08	1.24182263014415e-06
ENSG00000179542.11	SLITRK4	-2.49547758272541	7.51392557783546e-10	6.55158056398969e-08
ENSG00000143476.13	DTL	2.48614893172074	8.63430213884046e-07	3.15655373035412e-05
ENSG00000164309.10	CMYA5	-2.48313150712498	2.68382958037594e-12	3.94232804576844e-10
ENSG00000142178.7	SIK1	2.48289979970953	1.18680610323886e-16	4.39792579847946e-14
ENSG00000165474.5	GJB2	2.47481646480186	2.6462887243872e-08	1.48785302245287e-06
ENSG00000117724.8	CENPF	2.47366340035973	3.46368156029888e-08	1.87004396823421e-06
ENSG00000100526.14	CDKN3	2.47127860818102	4.33454288612371e-10	3.88322647023335e-08
ENSG00000054938.11	CHRDL2	-2.46575987608994	5.79799411757081e-12	7.68587756804814e-10
ENSG00000144485.6	HES6	2.45668867540637	1.25494936019105e-05	0.000316258876629289
ENSG00000149090.7	PAMR1	2.4548328085682	4.80630436997319e-08	2.45663927123551e-06
ENSG00000154864.7	PIEZO2	-2.44723790647976	3.14862707292103e-24	5.70426271377527e-21
ENSG00000114405.6	C3orf14	2.44201157008268	8.56424424301676e-14	1.72395064669615e-11
ENSG00000089685.9	BIRC5	2.43885023388145	1.31784852045546e-05	0.000327055100852759
ENSG00000259295.2	RP11-561C5.3	-2.43410714069591	1.17108590293785e-06	4.01146127046253e-05
ENSG00000174611.7	KY	-2.43279317609076	3.34692131531155e-06	0.000103551332155891
ENSG00000179862.5	CITED4	2.42611033162838	2.52394540575464e-09	1.89644837976172e-07
ENSG00000205221.8	VIT	-2.42556388955744	1.27922138145274e-05	0.000318925147164939
ENSG00000106538.5	RARRES2	-2.42472195105636	2.7081768463733e-08	1.517416614437e-06
ENSG00000164089.4	AGXT2L1	2.42412957625235	1.56175104938022e-05	0.000374475747943302
ENSG00000172346.10	CSDC2	2.42375177497245	5.33442591464405e-08	2.69281159561211e-06
ENSG00000132429.5	POPDC3	2.42351536299406	2.29758815233556e-07	9.73043501917697e-06
ENSG00000147883.9	CDKN2B	2.4222819211263	2.07191173742633e-08	1.20222494230378e-06
ENSG00000179399.9	GPC5	-2.41941465572831	1.43622522732922e-18	6.88754480341263e-16
ENSG00000127954.8	STEAP4	-2.41520481693221	2.08242721882553e-13	3.84482417719702e-11
ENSG00000258520.1	RP11-363J20.2	2.41502721005771	6.20990910231109e-06	0.000175137881627994
ENSG00000006327.9	TNFRSF12A	2.41438881555346	2.62836709946764e-13	4.70939841283735e-11
ENSG00000095752.2	IL11	2.41156184641249	1.27448479550443e-05	0.000318682055770158
ENSG00000140678.12	ITGAX	2.40500257001824	1.19899956569238e-05	0.000303566582587177
ENSG00000057657.10	PRDM1	2.39773783733745	2.09904247335212e-05	0.000481362693783491
ENSG00000153902.9	LGI4	-2.39753267890913	8.53672550037922e-19	4.49004223495752e-16
ENSG00000090530.5	LEPREL1	2.39389899453311	2.72287967500573e-09	2.01802514095311e-07
ENSG00000236094.1	LINC00545	2.39279811500553	8.73660586552663e-07	3.17727737333041e-05
ENSG00000240694.4	PNMA2	2.38750313635571	6.98430647625232e-06	0.00019433296432644
ENSG00000112379.8	KIAA1244	2.38368465871101	8.44660779171411e-06	0.000225035849744932
ENSG00000151725.7	MLF1IP	2.38241330938376	5.34120023367419e-06	0.000155237557593686
ENSG00000160282.9	FTCD	2.38212699329926	2.37269108686393e-05	0.000527786196061615
ENSG00000154736.5	ADAMTS5	2.3810769936832	1.14869725425065e-07	5.39755294828729e-06
ENSG00000147231.9	CXorf57	2.37502143647603	5.39479901128611e-08	2.71488265058704e-06
ENSG00000261959.1	RP11-893F2.14	-2.37455391868262	2.91257061224706e-08	1.62080081340233e-06
ENSG00000082175.10	PGR	2.37390642183571	2.26472335212644e-06	7.28329669751906e-05
ENSG00000179930.5	ZNF648	-2.37309298089126	1.09773611698684e-06	3.80821008244052e-05
ENSG00000131771.9	PPP1R1B	-2.37037690382548	2.02184341703349e-09	1.55500740163826e-07
ENSG00000165390.11	ANXA8	2.36608514456922	3.51918831357762e-05	0.000739437699135092
ENSG00000066382.11	MPPED2	-2.35981719001459	1.07358238049985e-18	5.47023772314064e-16
ENSG00000131389.12	SLC6A6	2.35125844587416	8.80506054415328e-17	3.33875609703301e-14
ENSG00000120278.10	PLEKHG1	2.34956629715811	8.32724326223589e-11	8.48598133692226e-09
ENSG00000137968.12	SLC44A5	2.34788938416703	7.9770967104164e-06	0.000215366411755737
ENSG00000111206.8	FOXM1	2.3467592607275	4.63901679883949e-06	0.00013828001627985
ENSG00000176490.4	DIRAS1	2.34475660573022	2.48826487879464e-20	1.76396342820637e-17
ENSG00000005884.13	ITGA3	2.34444792514584	2.59665808104043e-08	1.46500034641398e-06
ENSG00000141837.13	CACNA1A	2.33921881261996	2.1775141620725e-06	7.03056800249349e-05
ENSG00000049192.10	ADAMTS6	2.33795982320419	1.99373732073233e-09	1.5406581523479e-07
ENSG00000165244.6	ZNF367	2.33617766489645	4.25479548863167e-09	2.95873887419917e-07
ENSG00000179300.3	ZCCHC5	-2.33308351667683	1.20734436996174e-11	1.50272900398673e-09
ENSG00000120708.10	TGFBI	2.33045421580917	6.57352106900726e-13	1.07181261030163e-10
ENSG00000134259.3	NGF	2.3273010045867	2.47202157959834e-08	1.40931160333395e-06
ENSG00000122644.8	ARL4A	2.31465853461483	2.57679117234098e-08	1.45883958559096e-06
ENSG00000198848.8	CES1	-2.30742484688805	2.08867473672794e-08	1.20765395682089e-06
ENSG00000094804.5	CDC6	2.30057625415213	3.71921424284534e-07	1.48997022677133e-05
ENSG00000196154.7	S100A4	2.290325447938	2.84765150166593e-19	1.54769859115543e-16
ENSG00000196754.6	S100A2	2.28660878825048	1.01899203169274e-06	3.57304625306453e-05
ENSG00000156970.8	BUB1B	2.28565941600533	4.37960930718856e-05	0.000879427706326471
ENSG00000250534.1	RP11-475D8.1	-2.28487581911757	2.17049551364069e-06	7.0218113789507e-05
ENSG00000152270.4	PDE3B	-2.28371352242557	2.65784132905164e-09	1.9878946270728e-07
ENSG00000112902.7	SEMA5A	2.28101312331869	9.44240443316033e-06	0.000246340758979374
ENSG00000050628.16	PTGER3	-2.28054727176511	4.53106650302021e-09	3.13046776829426e-07
ENSG00000182871.10	COL18A1	2.27403294466729	1.79430562150766e-08	1.04860764009614e-06
ENSG00000197320.4	AC060834.2	-2.27265581726686	6.2491173823869e-09	4.15885138448238e-07
ENSG00000144810.11	COL8A1	2.27240175515921	7.39037292228972e-05	0.00138113920378065
ENSG00000135318.7	NT5E	2.27135684982238	2.26030394065478e-11	2.57722068198435e-09
ENSG00000151150.15	ANK3	2.27053446342951	6.38312903484715e-05	0.00121301770295085
ENSG00000159200.12	RCAN1	2.26931081751192	9.27789706067613e-10	7.79773771001672e-08
ENSG00000135447.12	PPP1R1A	-2.26737951664096	2.30139029937421e-05	0.00051615087800958
ENSG00000139734.13	DIAPH3	2.26147489013482	4.37806623905144e-05	0.000879427706326471
ENSG00000155974.7	GRIP1	2.26111274229987	8.91349094248757e-07	3.22249378752239e-05
ENSG00000225194.2	LINC00092	-2.25080542463729	1.49116830728402e-08	8.93878648906836e-07
ENSG00000112280.11	COL9A1	-2.25046553833913	8.31306960533578e-05	0.00150940534426503
ENSG00000224383.3	C17orf72	-2.24939413226311	1.81827437840549e-06	5.96518385108682e-05
ENSG00000223802.3	CERS1	-2.24903626935008	2.06598441913366e-05	0.00047444895709823
ENSG00000259726.1	RP11-671M22.5	-2.24834396339167	6.79633839912189e-05	0.00128109014563795
ENSG00000112210.6	RAB23	2.24728448301212	5.24091407267074e-14	1.09555261480637e-11
ENSG00000157680.10	DGKI	2.24635872512171	1.45169098723194e-06	4.85037326779031e-05
ENSG00000055163.14	CYFIP2	2.24594009629468	8.58822435030808e-06	0.000228274108857872
ENSG00000137496.13	IL18BP	-2.24184879420479	1.38585235884954e-14	3.42368525924875e-12
ENSG00000162913.9	C1orf145	-2.2412479668729	1.30405621181352e-05	0.000324125556914932
ENSG00000204018.6	TRABD2B	-2.23912845871326	1.50866271170456e-11	1.86354132684415e-09
ENSG00000173267.9	SNCG	-2.23750086825001	2.89689819889591e-14	6.47040070315039e-12
ENSG00000005108.10	THSD7A	-2.23631680845231	7.76202488869104e-07	2.86983709319971e-05
ENSG00000184292.5	TACSTD2	2.23489925807586	4.31416457367138e-05	0.000870288118023484
ENSG00000264868.1	CTB-167B5.2	-2.23463963476273	1.2967304481081e-08	7.88924998373233e-07
ENSG00000189184.7	PCDH18	2.23361737358834	4.51979351642358e-08	2.33212763561033e-06
ENSG00000102466.11	FGF14	-2.2312263613591	3.81764902178163e-08	2.01445848867798e-06
ENSG00000137309.15	HMGA1	2.23083305001284	2.53629733093191e-06	8.09282347961739e-05
ENSG00000109738.6	GLRB	2.23034981821441	2.60488687564059e-19	1.46457518990758e-16
ENSG00000144278.10	GALNT13	2.22868004580264	2.71128336207169e-05	0.000590219962864872
ENSG00000171502.10	COL24A1	2.21861589734112	9.61182623373908e-07	3.41439709675633e-05
ENSG00000162512.11	SDC3	-2.21668013416491	2.39780111796799e-22	2.79258194489058e-19
ENSG00000167191.7	GPRC5B	-2.21577360616843	2.09867741042953e-13	3.84482417719702e-11
ENSG00000198075.5	SULT1C4	-2.21395547035243	7.72482103994607e-09	5.01805605802075e-07
ENSG00000111432.4	FZD10	2.21090057680542	1.83390358064092e-08	1.06792135294108e-06
ENSG00000115641.13	FHL2	2.21072717263799	2.18428850331281e-12	3.29766889319587e-10
ENSG00000139329.4	LUM	2.20795597620632	1.21945292394859e-16	4.41848442777373e-14
ENSG00000144057.11	ST6GAL2	2.20711830361862	8.69296023631237e-05	0.00156444499617079
ENSG00000106392.5	C1GALT1	2.20374965284407	4.00291080449729e-12	5.578415441652e-10
ENSG00000112312.5	GMNN	2.20100695509978	5.06624481126721e-08	2.581410051491e-06
ENSG00000184454.6	NCMAP	-2.20084188291263	6.79630093886658e-05	0.00128109014563795
ENSG00000029153.10	ARNTL2	2.19902065212059	9.21537798031612e-10	7.78532321083183e-08
ENSG00000144152.8	FBLN7	-2.19860195839714	1.05960609768706e-14	2.69951209731055e-12
ENSG00000137501.11	SYTL2	2.19724048945884	1.96497503959099e-11	2.33860715478329e-09
ENSG00000078549.10	ADCYAP1R1	-2.19406355546257	3.81476182248179e-05	0.000789336186745757
ENSG00000107623.4	GDF10	-2.19394595696396	1.01744235816762e-19	6.14422135182336e-17
ENSG00000106089.7	STX1A	2.19127925115402	1.20751556549334e-08	7.40170725389811e-07
ENSG00000183160.8	TMEM119	2.19116176561515	1.93609954810971e-07	8.35663791688901e-06
ENSG00000104368.13	PLAT	2.18977254245508	3.90974709772769e-07	1.554649788307e-05
ENSG00000111859.12	NEDD9	2.18915169918923	6.75379723255736e-11	7.15069245953557e-09
ENSG00000261128.1	RP11-18F14.2	2.18890805445011	7.41120755846847e-06	0.000203776963306625
ENSG00000144481.12	TRPM8	2.18737963408726	3.97879097224849e-05	0.000813979759128127
ENSG00000105825.7	TFPI2	2.1866507087658	0.000156575994221656	0.00252269919543884
ENSG00000171208.5	NETO2	2.18599818787131	0.00013631340678744	0.00226102756629624
ENSG00000204071.5	TCEAL6	-2.18552172064083	1.19656191568513e-10	1.18242072940885e-08
ENSG00000196666.3	FAM180B	-2.18318678041258	8.30226196086239e-09	5.3717611615818e-07
ENSG00000143768.7	LEFTY2	2.18258822903745	0.000117831625361054	0.00200547458404174
ENSG00000165716.5	FAM69B	-2.18146268818058	9.31722576195973e-05	0.00164769377493225
ENSG00000251548.1	RP11-215G15.4	-2.17832273901937	4.872751432646e-07	1.90072277773428e-05
ENSG00000188859.5	FAM78B	-2.17613395417419	3.05398278813903e-05	0.000652623713769421
ENSG00000117525.9	F3	2.17453036374007	3.7970828324629e-06	0.000115291313935396
ENSG00000044524.6	EPHA3	2.17070460649444	2.29381664884654e-14	5.24159064389631e-12
ENSG00000131711.10	MAP1B	2.17051598439175	1.71559849017344e-07	7.68484433579062e-06
ENSG00000228639.2	AC005152.3	-2.17027054416235	5.40519500060913e-06	0.000156539439582472
ENSG00000188662.5	HILS1	-2.16973670705949	1.80578003904794e-12	2.75170500342773e-10
ENSG00000134539.12	KLRD1	2.16925059182371	0.000129448928608292	0.00216256637393258
ENSG00000007314.7	SCN4A	-2.1618999475872	5.96303362869513e-05	0.00114385015665734
ENSG00000236876.2	TMSB4XP1	2.16013245577097	1.50365654353424e-06	5.00349386578077e-05
ENSG00000168209.4	DDIT4	-2.15938967736422	6.90995771924873e-11	7.26882971692584e-09
ENSG00000115009.7	CCL20	2.15461705064376	0.000209328243204218	0.00318683193785694
ENSG00000137804.8	NUSAP1	2.15164030543914	3.09501607123612e-06	9.63057958807346e-05
ENSG00000105227.10	PRX	-2.15146659467628	2.4889315723543e-09	1.87879765218689e-07
ENSG00000182580.2	EPHB3	-2.15020286313449	4.41921197448553e-07	1.73209738567275e-05
ENSG00000187786.1	SCXB	2.14899088369477	8.42961300375375e-06	0.000224950638340761
ENSG00000086300.11	SNX10	2.14749568099499	6.24079888809821e-06	0.00017544176874214
ENSG00000073150.9	PANX2	-2.14652928680014	3.48865889712615e-05	0.00073396881700183
ENSG00000171522.5	PTGER4	2.14510557029818	3.8553864932093e-06	0.00011662722963224
